image_path,value
captured_images/_live_rectified_probe/capture_2026-04-18_13-18-53/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-21-46/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-23-37/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-26-34/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-28-35/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-31-09/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-33-01/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-35-17/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-37-09/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-39-01/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-40-52/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-42-44/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-18_13-44-35/board_crop.png,14
captured_images/_live_rectified_probe/capture_2026-04-22_07-15-36/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-16-50/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-18-03/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-19-17/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-20-31/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-21-44/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-22-58/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-24-43/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-25-57/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-27-11/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-28-25/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-29-38/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-30-52/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-32-06/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-33-19/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-33-52/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-35-06/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-36-19/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-37-33/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-38-47/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-40-01/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-41-14/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-42-17/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-43-30/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-44-43/board_crop.png,28
captured_images/_live_rectified_probe/capture_2026-04-22_07-45-57/board_crop.png,28
