image_path,value
ml/data/raw/PXL_20260125_114524235.jpg,30
ml/data/raw/PXL_20260125_115735138.jpg,26.5
ml/data/raw/PXL_20260125_115735852.jpg,26.5
ml/data/raw/PXL_20260125_115736457.jpg,26.5
ml/data/raw/PXL_20260125_115737064.jpg,26.5
ml/data/raw/PXL_20260125_115737682.jpg,26.5
ml/data/raw/PXL_20260125_115738263.jpg,26.5
ml/data/raw/PXL_20260125_115738811.jpg,26.5
ml/data/raw/PXL_20260125_115739440.jpg,26.5
ml/data/raw/PXL_20260125_115740064.jpg,26.5
ml/data/raw/PXL_20260125_115740763.jpg,26.5
ml/data/raw/PXL_20260125_115741590.jpg,26.5
ml/data/raw/PXL_20260125_115742126.jpg,26.5
ml/data/raw/PXL_20260125_115742712.jpg,26.5
ml/data/raw/PXL_20260125_115743603.jpg,26.5
ml/data/raw/PXL_20260125_115748216.jpg,26.5
ml/data/raw/PXL_20260125_115751745.jpg,26.5
ml/data/raw/PXL_20260125_115757788.jpg,26.5
ml/data/raw/PXL_20260125_115758313.jpg,26.5
ml/data/raw/PXL_20260125_115759913.jpg,26.5
ml/data/raw/PXL_20260125_115800564.jpg,26.5
ml/data/raw/PXL_20260125_115801045.jpg,26.5
ml/data/raw/PXL_20260125_115801313.jpg,26.5
ml/data/raw/PXL_20260125_115801802.jpg,26.5
ml/data/raw/PXL_20260125_115802215.jpg,26.5
ml/data/raw/PXL_20260125_115803016.jpg,26.5
ml/data/raw/PXL_20260125_115803605.jpg,26.5
ml/data/raw/PXL_20260125_115804606.jpg,26.5
ml/data/raw/PXL_20260125_115806305.jpg,26.5
ml/data/raw/PXL_20260125_115807658.jpg,26.5
ml/data/raw/PXL_20260125_115811049.jpg,26.5
ml/data/raw/PXL_20260125_115822580.jpg,26.5
ml/data/raw/PXL_20260125_115823372.jpg,26.5
ml/data/raw/PXL_20260125_115824436.jpg,26.5
ml/data/raw/PXL_20260125_115825419.jpg,26.5
ml/data/raw/PXL_20260125_115829399.jpg,26.5
ml/data/raw/PXL_20260125_115835956.jpg,26.5
